codigo,sexo,casou_alguma_vez,idade,graduado,profissao,experiencia_profissional,pontuacao_gastos,tamanho_familia,v1
461251,Feminino,Não,47,Sim,Marketing,1.0,Baixa,,Cat_6
461252,Feminino,Sim,53,Sim,Medicina,0.0,Baixa,1.0,Cat_3
461256,Masculino,Não,27,Não,Medicina,1.0,Baixa,4.0,Cat_4
461257,Masculino,Sim,37,Sim,Engenharia,1.0,Média,2.0,Cat_4
461258,Feminino,Sim,62,Sim,Artista,1.0,Média,3.0,Cat_4
461262,Feminino,Não,29,Não,Engenharia,0.0,Baixa,7.0,Cat_4
461263,Feminino,Sim,51,Sim,Artista,0.0,Baixa,1.0,Cat_4
461265,Masculino,Não,30,Não,Marketing,1.0,Baixa,6.0,Cat_4
461269,Masculino,Não,18,Não,Entretenimento,0.0,Baixa,4.0,Cat_4
461274,Feminino,Sim,87,Sim,Direito,,Alta,2.0,Cat_6
461276,Masculino,Sim,68,Sim,Marketing,0.0,Baixa,2.0,Cat_7
461277,Masculino,Sim,84,Sim,Direito,5.0,Baixa,1.0,Cat_6
461281,Masculino,Não,22,Não,Enfermagem,2.0,Baixa,9.0,Cat_2
461286,Feminino,Não,22,Não,Medicina,2.0,Baixa,4.0,Cat_6
461289,Masculino,Não,21,Não,Enfermagem,1.0,Baixa,3.0,Cat_6
461292,Feminino,Sim,89,Não,Direito,,Alta,2.0,Cat_3
461297,Masculino,Sim,73,Não,Direito,0.0,Alta,2.0,Cat_6
461299,Feminino,Sim,75,Sim,Direito,0.0,Alta,2.0,Cat_6
461303,Feminino,Não,20,Não,Medicina,6.0,Baixa,4.0,Cat_2
461308,Masculino,Não,22,Não,Enfermagem,1.0,Baixa,2.0,Cat_6
461309,Feminino,Não,22,Não,Enfermagem,0.0,Baixa,4.0,Cat_6
461313,Masculino,Sim,63,Sim,Artista,0.0,Média,,Cat_6
461314,Masculino,Sim,46,Sim,Artista,1.0,Média,3.0,Cat_6
461319,Masculino,Sim,58,Não,Artista,0.0,Média,2.0,Cat_6
461320,Feminino,Não,41,Sim,Artista,1.0,Baixa,3.0,Cat_6
461322,Masculino,Sim,42,Sim,Artista,0.0,Média,2.0,Cat_6
461323,Feminino,Sim,43,Sim,Enfermagem,6.0,Média,2.0,Cat_6
461324,Feminino,Não,49,Sim,Artista,3.0,Baixa,1.0,Cat_6
461326,Feminino,Não,40,Sim,Artista,0.0,Baixa,1.0,Cat_6
461335,Masculino,Sim,53,Não,Empreendedorismo,8.0,Alta,2.0,Cat_6
461340,Masculino,Sim,36,Sim,Artista,4.0,Média,2.0,Cat_7
461346,Masculino,Sim,50,Sim,Artista,8.0,Baixa,2.0,Cat_6
461348,Masculino,Sim,42,Sim,Enfermagem,1.0,Baixa,1.0,Cat_6
461350,Masculino,Não,30,Não,Enfermagem,0.0,Baixa,4.0,Cat_2
461352,Masculino,Não,29,Não,Enfermagem,2.0,Baixa,5.0,Cat_2
461356,Masculino,Não,28,Sim,Entretenimento,1.0,Baixa,2.0,Cat_6
461357,Masculino,Não,27,Sim,Enfermagem,1.0,Baixa,4.0,Cat_6
461363,Masculino,Não,49,Sim,Artista,0.0,Baixa,1.0,Cat_6
461366,Masculino,Não,32,Sim,Enfermagem,1.0,Baixa,1.0,Cat_6
461370,Masculino,Não,25,Sim,Medicina,1.0,Baixa,3.0,Cat_6
461377,Feminino,Sim,63,Sim,Artista,,Baixa,1.0,Cat_6
461378,Feminino,Não,42,Sim,Artista,8.0,Baixa,1.0,Cat_6
461379,Masculino,Não,31,Sim,Enfermagem,1.0,Baixa,,Cat_5
461383,Masculino,Sim,71,Sim,Artista,0.0,Alta,2.0,Cat_6
461388,Masculino,Não,20,Não,Enfermagem,,Baixa,5.0,Cat_2
461397,Masculino,Não,22,Não,Enfermagem,1.0,Baixa,4.0,Cat_6
461402,Feminino,Não,29,Sim,Entretenimento,1.0,Baixa,5.0,Cat_6
461408,Masculino,Sim,47,Sim,Marketing,0.0,Baixa,3.0,Cat_6
461421,Masculino,Sim,43,Sim,Artista,,Média,3.0,Cat_6
461423,Masculino,Não,32,Sim,Artista,1.0,Baixa,3.0,Cat_4
461426,Masculino,Sim,47,Sim,Artista,7.0,Média,2.0,Cat_6
461428,Masculino,Não,46,Sim,Artista,0.0,Baixa,1.0,Cat_6
461432,Feminino,Sim,41,Sim,Artista,1.0,Média,2.0,Cat_6
461437,Masculino,Sim,37,Sim,Entretenimento,0.0,Média,2.0,Cat_6
461439,Masculino,Sim,40,Sim,Artista,0.0,Média,2.0,Cat_6
461441,Masculino,Sim,60,Sim,Artista,0.0,Média,4.0,Cat_6
461442,Masculino,Sim,46,Sim,Artista,0.0,Média,6.0,Cat_2
461454,Feminino,Sim,36,Sim,Artista,6.0,Alta,4.0,Cat_7
461456,Feminino,Não,38,Não,Marketing,0.0,Baixa,1.0,Cat_6
461457,Feminino,Sim,32,Não,Medicina,0.0,Baixa,5.0,Cat_6
461458,Feminino,Não,41,Sim,Artista,5.0,Baixa,1.0,Cat_6
461462,Masculino,Sim,56,Sim,Marketing,0.0,Baixa,3.0,Cat_6
461465,Masculino,Sim,31,Sim,Artista,8.0,Média,2.0,Cat_6
461466,Masculino,Sim,45,Não,Artista,0.0,Baixa,2.0,Cat_7
461468,Masculino,Sim,69,Sim,Entretenimento,,Média,3.0,Cat_6
461469,Masculino,Sim,37,Sim,Artista,0.0,Baixa,2.0,Cat_6
461476,Masculino,Sim,47,Sim,Artista,1.0,Média,4.0,Cat_2
461479,Feminino,Sim,52,Sim,Artista,1.0,Média,3.0,Cat_6
461480,Feminino,Sim,57,Sim,Artista,1.0,Alta,3.0,Cat_6
461482,Feminino,Não,50,Sim,Artista,9.0,Baixa,1.0,Cat_6
461494,Masculino,Sim,27,Não,Engenharia,0.0,Média,2.0,Cat_6
461501,Feminino,Sim,45,Sim,Engenharia,1.0,Alta,3.0,Cat_6
461503,Feminino,Não,30,Sim,Artista,8.0,Baixa,2.0,Cat_6
461510,Masculino,Sim,45,Sim,Artista,0.0,Baixa,2.0,Cat_6
461514,Masculino,Não,30,Não,Enfermagem,1.0,Baixa,4.0,Cat_6
461516,Masculino,Sim,31,Sim,Entretenimento,1.0,Média,3.0,Cat_6
461518,Feminino,Sim,45,Sim,Artista,1.0,Média,4.0,Cat_3
461521,Masculino,Sim,67,Sim,Artista,0.0,Alta,2.0,Cat_6
461522,Masculino,Sim,76,Não,Empreendedorismo,1.0,Alta,2.0,Cat_6
461525,Masculino,Sim,69,Sim,Entretenimento,0.0,Baixa,2.0,Cat_6
461526,Masculino,Sim,83,Não,Entretenimento,0.0,Baixa,2.0,Cat_6
461530,Masculino,Sim,38,Sim,Engenharia,0.0,Baixa,2.0,Cat_6
461534,Masculino,Sim,36,Sim,Artista,0.0,Baixa,1.0,Cat_6
461540,Masculino,Não,41,Sim,,2.0,Baixa,2.0,Cat_2
461546,Feminino,Sim,69,Não,Direito,0.0,Baixa,3.0,Cat_6
461548,Feminino,Não,33,Sim,Engenharia,0.0,Baixa,3.0,Cat_6
461553,Masculino,Não,38,Sim,Artista,1.0,Baixa,3.0,Cat_7
461556,Feminino,Sim,48,Sim,Engenharia,1.0,Média,2.0,Cat_6
461558,Masculino,Sim,51,Sim,Engenharia,2.0,Média,2.0,Cat_6
461564,Masculino,Sim,56,Sim,Empreendedorismo,1.0,Alta,2.0,Cat_6
461570,Masculino,Sim,57,Sim,Artista,0.0,Média,3.0,Cat_6
461574,Feminino,Sim,49,Sim,Artista,1.0,Média,3.0,Cat_6
461587,Masculino,Não,30,Sim,Enfermagem,0.0,Baixa,3.0,Cat_6
461593,Feminino,Sim,40,Sim,Medicina,8.0,Média,2.0,Cat_6
461602,Feminino,Não,30,Sim,Artista,0.0,Baixa,,Cat_6
461604,Masculino,Sim,38,Não,Entretenimento,0.0,Média,2.0,Cat_6
461612,Feminino,Não,31,Sim,Enfermagem,8.0,Baixa,5.0,Cat_6
461615,Masculino,Não,33,Sim,Medicina,0.0,Baixa,2.0,Cat_6
461617,Masculino,Não,50,Sim,Artista,0.0,Baixa,2.0,Cat_6
461619,Masculino,Sim,52,Sim,Empreendedorismo,,Alta,3.0,Cat_6
461624,Feminino,Sim,39,Sim,Artista,0.0,Média,,Cat_2
461626,Masculino,Sim,73,Sim,Empreendedorismo,0.0,Alta,2.0,Cat_6
461630,Masculino,Sim,46,Sim,Artista,0.0,Média,3.0,Cat_6
461637,Masculino,Sim,50,Sim,Artista,0.0,Baixa,2.0,Cat_7
461644,Masculino,Não,30,Não,Enfermagem,0.0,Baixa,6.0,Cat_6
461653,Feminino,Sim,60,Sim,Medicina,0.0,Média,2.0,Cat_6
461655,Feminino,Sim,39,Sim,Responsável pela Casa,9.0,Média,2.0,Cat_6
461658,Feminino,Sim,59,Sim,Artista,1.0,Média,2.0,Cat_5
461659,Feminino,Sim,51,Sim,Artista,0.0,Média,2.0,Cat_6
461661,Feminino,Sim,40,Sim,Artista,5.0,Média,2.0,Cat_2
461663,Masculino,Não,23,Não,Enfermagem,1.0,Baixa,3.0,Cat_6
461668,Masculino,Sim,53,Sim,Artista,4.0,Média,4.0,Cat_2
461671,Masculino,Não,32,Não,Enfermagem,7.0,Baixa,5.0,Cat_6
461674,Masculino,Sim,52,Sim,Empreendedorismo,0.0,Alta,4.0,Cat_6
461676,Feminino,Não,31,Sim,Engenharia,0.0,Baixa,1.0,Cat_6
461679,Masculino,Não,30,Sim,Enfermagem,3.0,Baixa,4.0,Cat_6
461681,Masculino,Não,25,Sim,Enfermagem,8.0,Baixa,3.0,Cat_7
461683,Masculino,Sim,40,Sim,Empreendedorismo,1.0,Alta,4.0,Cat_6
461685,Feminino,Não,27,Sim,Enfermagem,4.0,Baixa,4.0,Cat_6
461686,Masculino,Sim,61,Sim,Artista,0.0,Baixa,2.0,Cat_6
461690,Feminino,Não,33,Sim,Engenharia,1.0,Baixa,1.0,Cat_4
461694,Masculino,Não,28,Sim,Medicina,1.0,Baixa,4.0,Cat_4
461695,Feminino,Sim,48,Sim,Artista,2.0,Média,2.0,Cat_6
461698,Feminino,Sim,73,Sim,Artista,0.0,Alta,2.0,Cat_6
461701,Masculino,Sim,36,Não,Artista,0.0,Média,2.0,Cat_5
461705,Feminino,Não,32,Não,Enfermagem,0.0,Baixa,4.0,Cat_6
461708,Masculino,Sim,82,Não,Direito,0.0,Alta,2.0,Cat_6
461709,Masculino,Não,28,Sim,Artista,1.0,Baixa,3.0,Cat_4
461711,Feminino,Não,42,Sim,Artista,8.0,Baixa,3.0,Cat_2
461716,Feminino,Sim,60,Sim,Direito,6.0,Alta,9.0,Cat_6
461720,Feminino,Não,46,Sim,Artista,1.0,Baixa,1.0,Cat_4
461722,Masculino,Não,31,Não,Medicina,0.0,Baixa,3.0,Cat_6
461724,Feminino,Sim,50,Sim,Artista,1.0,Baixa,1.0,Cat_7
461725,Feminino,Não,30,Sim,Engenharia,3.0,Baixa,1.0,Cat_4
461727,Feminino,Não,49,Sim,Artista,1.0,Baixa,3.0,Cat_6
461737,Feminino,Sim,51,Sim,Medicina,0.0,Média,6.0,Cat_4
461738,Feminino,Sim,46,Sim,,,Média,3.0,Cat_6
461744,Masculino,Sim,53,Sim,Artista,0.0,Média,4.0,Cat_6
461747,Masculino,Sim,65,Sim,Artista,0.0,Alta,2.0,Cat_6
461749,Feminino,Não,22,Não,Enfermagem,0.0,Baixa,5.0,Cat_6
461752,Masculino,Sim,65,Sim,Medicina,1.0,Média,3.0,Cat_6
461756,Feminino,Sim,39,Sim,Engenharia,0.0,Média,2.0,Cat_4
461760,Masculino,Sim,84,Sim,Artista,0.0,Alta,2.0,Cat_6
461769,Masculino,Não,37,Sim,Artista,0.0,Baixa,1.0,Cat_6
461771,Masculino,Sim,28,Sim,Medicina,8.0,Média,2.0,Cat_6
461775,Feminino,Sim,82,Não,Direito,0.0,Alta,2.0,Cat_6
461778,Feminino,Sim,87,Sim,Direito,0.0,Alta,2.0,Cat_6
461780,Feminino,Não,69,Sim,Direito,1.0,Baixa,5.0,Cat_6
461782,Feminino,Sim,51,Sim,Artista,,Alta,5.0,Cat_6
461784,Feminino,Sim,74,Sim,Direito,1.0,Baixa,1.0,Cat_6
461788,Feminino,Sim,79,Sim,Direito,1.0,Alta,2.0,Cat_6
461791,Feminino,Não,21,Não,Direito,9.0,Baixa,1.0,Cat_6
461792,Feminino,Não,20,Não,Enfermagem,5.0,Baixa,5.0,Cat_2
461800,Feminino,Não,43,Sim,Medicina,3.0,Baixa,1.0,Cat_2
461801,Feminino,Não,25,Não,Enfermagem,1.0,Baixa,3.0,Cat_6
461802,Masculino,Não,43,Sim,Artista,0.0,Baixa,4.0,Cat_6
461804,Feminino,Não,42,Sim,Artista,1.0,Baixa,1.0,Cat_6
461807,Masculino,Não,25,Sim,Medicina,10.0,Baixa,4.0,Cat_6
461815,Masculino,Sim,59,Sim,Artista,0.0,Baixa,1.0,Cat_3
461816,Feminino,Não,49,Sim,Marketing,0.0,Baixa,5.0,Cat_6
461821,Feminino,Não,32,Não,Medicina,1.0,Baixa,4.0,Cat_6
461822,Masculino,Sim,36,Sim,Artista,8.0,Alta,2.0,Cat_6
461824,Masculino,Sim,45,Sim,Marketing,9.0,Baixa,3.0,Cat_6
461832,Masculino,Não,29,Sim,Enfermagem,,Baixa,3.0,Cat_6
461837,Masculino,Sim,37,Sim,Artista,0.0,Baixa,2.0,Cat_6
461845,Feminino,Sim,48,Sim,Medicina,1.0,Média,4.0,Cat_6
461846,Feminino,Não,65,Sim,Artista,0.0,Baixa,2.0,Cat_2
461848,Masculino,Não,39,Não,Marketing,1.0,Baixa,2.0,Cat_6
461858,Masculino,Não,25,Não,Entretenimento,1.0,Baixa,7.0,Cat_4
461859,Feminino,Sim,49,Não,Artista,5.0,Baixa,5.0,Cat_6
461860,Feminino,Sim,77,Sim,Direito,1.0,Alta,2.0,Cat_6
461862,Feminino,Não,38,Sim,Artista,9.0,Baixa,1.0,Cat_6
461864,Masculino,Não,19,Sim,Marketing,0.0,Baixa,6.0,Cat_4
461872,Feminino,Sim,76,Sim,Direito,1.0,Alta,2.0,Cat_6
461873,Masculino,Não,28,Sim,Medicina,0.0,Baixa,4.0,Cat_6
461874,Masculino,Sim,51,Sim,Medicina,1.0,Média,3.0,Cat_3
461882,Feminino,Não,28,Sim,Medicina,0.0,Baixa,5.0,Cat_7
461892,Feminino,Não,42,Sim,Enfermagem,0.0,Baixa,1.0,Cat_2
461896,Masculino,Sim,45,Sim,Artista,1.0,Baixa,1.0,Cat_6
461898,Masculino,Sim,63,Sim,Empreendedorismo,6.0,Alta,3.0,Cat_6
461899,Feminino,Não,18,Não,Medicina,0.0,Baixa,6.0,Cat_6
461901,Masculino,Não,26,Sim,Artista,7.0,Baixa,4.0,Cat_6
461910,Masculino,Sim,31,Sim,Artista,,Média,2.0,Cat_2
461913,Masculino,Não,43,Sim,Entretenimento,5.0,Baixa,4.0,Cat_2
461914,Feminino,Sim,60,Sim,Artista,7.0,Baixa,,Cat_6
461921,Feminino,Não,36,Sim,Artista,0.0,Baixa,1.0,Cat_6
461927,Masculino,Não,32,Não,Enfermagem,1.0,Baixa,4.0,Cat_2
461928,Masculino,Sim,68,Sim,Direito,,Baixa,1.0,
461929,Masculino,Sim,60,Sim,Entretenimento,1.0,Baixa,1.0,Cat_6
461930,Feminino,Não,42,Sim,Artista,0.0,Baixa,1.0,Cat_4
461931,Feminino,Não,18,Não,Enfermagem,6.0,Baixa,5.0,
461936,Masculino,Sim,69,Não,Direito,0.0,Alta,2.0,Cat_6
461937,Feminino,Não,42,Sim,Medicina,0.0,Baixa,,Cat_6
461941,Feminino,Sim,70,Sim,Artista,1.0,Baixa,1.0,Cat_6
461943,Masculino,Não,25,Sim,Enfermagem,1.0,Baixa,3.0,Cat_6
461962,Masculino,Sim,56,Sim,Entretenimento,1.0,Média,3.0,Cat_6
461963,Feminino,Não,40,Sim,Artista,9.0,Baixa,1.0,Cat_6
461965,Masculino,Não,23,Não,Enfermagem,1.0,Baixa,6.0,Cat_6
461967,Feminino,Não,20,Não,Marketing,3.0,Baixa,4.0,Cat_7
461968,Feminino,Não,39,Sim,Entretenimento,2.0,Baixa,1.0,Cat_6
461978,Feminino,Não,19,Não,Enfermagem,0.0,Baixa,4.0,Cat_6
461985,Masculino,Não,28,Sim,Entretenimento,,Baixa,,Cat_5
461988,Masculino,Sim,40,Não,Engenharia,1.0,Média,2.0,Cat_6
461989,Feminino,,60,Sim,Engenharia,1.0,Média,4.0,Cat_2
461993,Masculino,Não,33,Não,Enfermagem,3.0,Baixa,4.0,Cat_6
461994,Masculino,Sim,20,Não,Medicina,14.0,Baixa,2.0,Cat_6
461996,Feminino,Não,35,Não,Artista,7.0,Baixa,4.0,Cat_6
461999,Masculino,Não,27,Sim,Medicina,0.0,Baixa,5.0,Cat_6
462007,Feminino,Sim,42,Sim,Artista,1.0,Média,2.0,Cat_6
462011,Masculino,Sim,30,Não,Marketing,0.0,Baixa,4.0,Cat_4
462013,Feminino,Sim,56,Sim,Empreendedorismo,0.0,Média,2.0,Cat_6
462015,Masculino,Sim,28,Sim,Entretenimento,0.0,Média,2.0,Cat_6
462016,Feminino,Sim,38,Sim,Artista,6.0,Média,2.0,Cat_6
462017,Masculino,Não,26,Sim,Entretenimento,9.0,Baixa,1.0,Cat_2
462027,Masculino,Não,36,Não,Engenharia,0.0,Baixa,1.0,Cat_6
462029,Masculino,Não,56,Não,Entretenimento,0.0,Baixa,1.0,Cat_6
462033,Masculino,Não,26,Sim,Entretenimento,0.0,Baixa,1.0,Cat_6
462038,Masculino,Não,28,Sim,Artista,4.0,Baixa,4.0,Cat_6
462043,Masculino,Não,32,Não,Enfermagem,0.0,Baixa,5.0,Cat_6
462044,Feminino,Não,52,Sim,Artista,4.0,Baixa,1.0,Cat_6
462048,Feminino,Não,23,Não,Enfermagem,0.0,Baixa,4.0,Cat_6
462051,Masculino,Não,23,Não,Enfermagem,,Baixa,5.0,Cat_4
462052,Masculino,Sim,50,Sim,Artista,0.0,Baixa,2.0,Cat_6
462053,Masculino,Sim,26,Sim,Artista,,Baixa,2.0,Cat_6
462058,Masculino,Sim,40,Sim,Entretenimento,8.0,Baixa,2.0,Cat_6
462060,Feminino,Sim,53,Sim,Artista,1.0,Média,2.0,Cat_6
462064,Masculino,Sim,63,Sim,Artista,0.0,Média,3.0,Cat_7
462068,Masculino,Sim,62,Sim,Empreendedorismo,0.0,Alta,3.0,Cat_6
462075,Feminino,Não,38,Sim,Artista,1.0,Baixa,1.0,Cat_6
462078,Feminino,Sim,57,Não,Artista,1.0,Média,2.0,Cat_2
462080,Feminino,Não,43,Sim,Artista,9.0,Baixa,1.0,Cat_6
462081,Masculino,Não,21,Não,Marketing,1.0,Baixa,3.0,Cat_4
462083,Masculino,Não,22,Não,Enfermagem,0.0,Baixa,5.0,Cat_6
462084,Masculino,Sim,68,Sim,Artista,1.0,Baixa,1.0,Cat_6
462085,Feminino,Não,28,Sim,Enfermagem,0.0,Baixa,1.0,Cat_6
462088,Masculino,Sim,33,Sim,Artista,0.0,Média,2.0,Cat_6
462090,Feminino,Não,38,Sim,Artista,8.0,Baixa,1.0,Cat_6
462091,Masculino,Não,23,Não,Enfermagem,0.0,Baixa,5.0,Cat_4
462094,Feminino,Não,41,Sim,Enfermagem,,Baixa,1.0,Cat_6
462096,Feminino,Não,41,Sim,Responsável pela Casa,,Baixa,1.0,Cat_4
462102,Feminino,Não,39,Sim,Medicina,4.0,Baixa,1.0,Cat_6
462103,Feminino,Sim,49,Não,Entretenimento,9.0,Alta,2.0,Cat_6
462108,Feminino,Sim,33,Sim,Responsável pela Casa,,Média,2.0,Cat_6
462109,Masculino,Sim,79,Não,Direito,0.0,Baixa,1.0,Cat_6
462111,Masculino,Sim,38,Sim,Artista,6.0,Média,4.0,Cat_6
462114,Masculino,Não,21,Não,Enfermagem,1.0,Baixa,4.0,Cat_6
462116,Feminino,Sim,68,Sim,Medicina,0.0,Média,2.0,Cat_6
462118,Masculino,Não,31,Sim,Artista,0.0,Baixa,3.0,Cat_6
462120,Masculino,Sim,46,Não,Artista,1.0,Baixa,3.0,Cat_3
462128,Masculino,Sim,35,Sim,Artista,9.0,Média,2.0,Cat_6
462131,Feminino,Não,42,Sim,Artista,8.0,Baixa,3.0,Cat_2
462134,Masculino,Sim,87,Não,Direito,0.0,Baixa,1.0,
462141,Feminino,Não,38,Sim,Artista,8.0,Baixa,1.0,Cat_6
462149,Feminino,Sim,88,Não,Direito,2.0,Alta,1.0,Cat_6
462151,Feminino,Não,42,Sim,Artista,9.0,Baixa,1.0,Cat_6
462163,Feminino,Sim,26,Sim,Artista,4.0,Média,2.0,Cat_3
462168,Masculino,Sim,35,Sim,Empreendedorismo,0.0,Alta,3.0,Cat_6
462171,Feminino,Sim,41,Não,Engenharia,3.0,Alta,2.0,Cat_6
462172,Masculino,Sim,37,Sim,Medicina,1.0,Média,2.0,Cat_1
462174,Feminino,Sim,41,Sim,Engenharia,8.0,Média,4.0,Cat_4
462177,Masculino,Não,35,,Artista,6.0,Baixa,5.0,Cat_2
462179,Feminino,Não,33,Sim,Marketing,0.0,Baixa,9.0,Cat_7
462180,Feminino,Sim,61,Sim,Engenharia,2.0,Média,4.0,Cat_2
462186,Feminino,Não,19,Não,Medicina,1.0,Baixa,3.0,Cat_1
462187,Feminino,Não,50,Sim,Artista,4.0,Baixa,1.0,Cat_6
462188,Feminino,Sim,48,Não,Engenharia,0.0,Média,4.0,Cat_4
462196,Masculino,Sim,57,Não,Marketing,1.0,Média,3.0,Cat_4
462197,Feminino,Sim,72,Não,Engenharia,1.0,Média,3.0,Cat_4
462198,Feminino,Não,39,Não,Engenharia,4.0,Baixa,,Cat_3
462200,Feminino,Sim,49,Sim,Medicina,0.0,Baixa,3.0,Cat_4
462202,Feminino,Não,41,Sim,Entretenimento,0.0,Baixa,4.0,Cat_4
462203,Masculino,Sim,65,Não,Empreendedorismo,2.0,Alta,7.0,Cat_4
462204,Feminino,Não,22,Não,Marketing,0.0,Baixa,3.0,Cat_4
462205,Feminino,Não,23,Não,Enfermagem,0.0,Baixa,4.0,Cat_4
462209,Feminino,Sim,41,Não,Artista,0.0,Baixa,1.0,Cat_4
462210,Feminino,Sim,42,Sim,Engenharia,0.0,Baixa,3.0,Cat_4
462211,Masculino,Não,18,Não,Enfermagem,0.0,Baixa,3.0,Cat_4
462214,Masculino,Sim,49,Não,Medicina,1.0,Baixa,2.0,Cat_4
462216,Feminino,Sim,40,Não,Medicina,0.0,Baixa,2.0,Cat_4
462218,Masculino,Sim,50,Não,Empreendedorismo,1.0,Média,5.0,Cat_4
462220,Feminino,Não,19,Não,Enfermagem,6.0,Baixa,3.0,Cat_4
462222,Masculino,Não,22,Não,Enfermagem,0.0,Baixa,6.0,Cat_4
462229,Masculino,Não,23,Não,,1.0,Baixa,8.0,Cat_4
462231,Masculino,Não,27,Sim,Artista,4.0,Baixa,6.0,Cat_4
462232,Masculino,Sim,55,Não,Empreendedorismo,0.0,Alta,8.0,Cat_4
462234,Masculino,Sim,32,Não,,1.0,Média,6.0,Cat_4
462238,Masculino,Sim,57,Não,Entretenimento,,Baixa,2.0,Cat_3
462240,Masculino,Sim,80,Não,Direito,0.0,Alta,2.0,Cat_6
462243,Masculino,Sim,43,Não,Empreendedorismo,0.0,Baixa,4.0,Cat_6
462246,Feminino,Sim,79,Não,Direito,1.0,Alta,2.0,Cat_6
462249,Masculino,Não,25,Não,Entretenimento,1.0,Baixa,3.0,Cat_6
462256,Feminino,Sim,58,Sim,Responsável pela Casa,0.0,Média,4.0,Cat_6
462257,Feminino,Sim,78,Sim,Direito,,Alta,2.0,Cat_6
462260,Masculino,Sim,76,Sim,Direito,1.0,Baixa,2.0,Cat_6
462262,Masculino,Não,27,Não,Enfermagem,1.0,Baixa,3.0,
462274,Masculino,Sim,47,Sim,Artista,1.0,Média,3.0,Cat_6
462275,Masculino,Sim,43,Sim,Artista,1.0,Média,2.0,Cat_6
462278,Masculino,Não,31,Sim,Enfermagem,1.0,Baixa,4.0,Cat_6
462279,Masculino,Não,27,Não,Enfermagem,0.0,Baixa,7.0,Cat_6
462280,Masculino,Não,31,Sim,Enfermagem,0.0,Baixa,4.0,Cat_6
462281,Masculino,Sim,46,Sim,Artista,1.0,Baixa,2.0,Cat_6
462284,Masculino,Sim,48,Sim,Empreendedorismo,1.0,Média,4.0,Cat_6
462285,Masculino,Sim,51,Sim,Medicina,,Baixa,2.0,
462286,Masculino,Sim,57,Não,Medicina,0.0,Média,2.0,Cat_6
462290,Feminino,Não,30,Sim,Medicina,0.0,Baixa,1.0,Cat_6
462291,Feminino,Não,37,Sim,Marketing,,Baixa,3.0,Cat_6
462297,Feminino,Não,31,Sim,Artista,14.0,Baixa,2.0,Cat_6
462300,Masculino,Sim,49,Sim,Artista,1.0,Média,3.0,Cat_6
462304,Masculino,Sim,56,Sim,Artista,1.0,Baixa,4.0,Cat_4
462306,Masculino,Sim,83,Não,Direito,8.0,Alta,2.0,Cat_6
462309,Masculino,Não,32,Sim,Enfermagem,,Baixa,1.0,Cat_6
462310,Masculino,Sim,63,Sim,Artista,5.0,Média,4.0,Cat_6
462323,Feminino,Sim,71,Sim,Medicina,1.0,Média,2.0,Cat_6
462336,Masculino,Sim,50,Não,Artista,0.0,Baixa,4.0,Cat_6
462339,Masculino,Não,31,Sim,Artista,4.0,Baixa,5.0,Cat_6
462340,Masculino,Sim,60,Não,Entretenimento,0.0,Média,6.0,Cat_6
462342,Feminino,Sim,71,Sim,Direito,8.0,Alta,2.0,Cat_6
462345,Masculino,Sim,49,Sim,Medicina,0.0,Média,6.0,Cat_4
462346,Masculino,Sim,74,Sim,Direito,9.0,Baixa,1.0,Cat_6
462349,Masculino,Sim,51,Sim,Artista,1.0,Média,6.0,Cat_6
462355,Masculino,Sim,61,Não,Entretenimento,0.0,Baixa,,Cat_6
462356,Masculino,Não,46,Sim,Engenharia,0.0,Baixa,3.0,Cat_6
462358,Masculino,Sim,39,Não,Medicina,2.0,Média,2.0,Cat_6
462365,Masculino,Sim,85,Sim,Direito,1.0,Alta,2.0,Cat_6
462368,Feminino,Sim,31,Sim,Artista,1.0,Média,2.0,Cat_6
462370,Masculino,Sim,39,Sim,Empreendedorismo,4.0,Alta,3.0,Cat_6
462381,Feminino,Sim,48,Não,Medicina,1.0,Alta,2.0,Cat_6
462382,Masculino,Sim,71,Sim,Direito,0.0,Alta,2.0,Cat_6
462384,Feminino,Não,31,Sim,Enfermagem,,Baixa,1.0,Cat_7
462386,Feminino,Não,32,Sim,Enfermagem,0.0,Baixa,5.0,Cat_6
462389,Feminino,Sim,55,Não,Engenharia,0.0,Baixa,1.0,Cat_6
462395,Masculino,Sim,46,Sim,Artista,0.0,Alta,2.0,Cat_6
462396,Masculino,Sim,53,Sim,Medicina,,Média,2.0,Cat_6
462397,Masculino,Sim,50,Sim,Artista,0.0,Média,4.0,Cat_6
462400,Masculino,Não,45,Sim,Artista,1.0,Baixa,1.0,Cat_6
462401,Masculino,Sim,33,Não,Empreendedorismo,1.0,Média,2.0,Cat_4
462409,Feminino,Sim,29,Não,Engenharia,5.0,Baixa,2.0,Cat_6
462411,Masculino,Não,35,Sim,Artista,8.0,Baixa,1.0,Cat_6
462415,Masculino,Não,25,Não,Medicina,1.0,Baixa,1.0,Cat_6
462420,Masculino,Não,26,Sim,Enfermagem,0.0,Baixa,3.0,Cat_6
462421,Masculino,Não,48,Sim,Artista,1.0,Baixa,2.0,Cat_6
462423,Masculino,Sim,66,Não,Direito,0.0,Alta,3.0,Cat_6
462424,Feminino,Sim,38,Não,Artista,0.0,Baixa,3.0,Cat_6
462428,Masculino,Sim,65,Sim,Entretenimento,2.0,Média,3.0,Cat_6
