codigo,sexo,casou_alguma_vez,idade,graduado,profissao,experiencia_profissional,pontuacao_gastos,tamanho_familia,v1,segmentacao
467214,Masculino,Não,26,Não,Engenharia,0.0,Baixa,4.0,Cat_3,D
462009,Feminino,Sim,32,Sim,Enfermagem,8.0,Alta,2.0,Cat_2,A
464929,Masculino,Sim,69,Não,Medicina,0.0,Média,3.0,Cat_4,B
463149,Masculino,Sim,60,Sim,Artista,3.0,Média,2.0,Cat_6,C
463447,Masculino,Sim,60,Não,Engenharia,0.0,Média,2.0,Cat_6,B
464833,Masculino,Sim,51,Não,Empreendedorismo,,Baixa,9.0,Cat_4,D
462088,Masculino,Sim,26,Sim,Artista,0.0,Média,2.0,Cat_6,C
459992,Masculino,Não,48,Sim,Artista,1.0,Baixa,1.0,Cat_6,B
462270,Masculino,Sim,51,Sim,Medicina,1.0,Média,4.0,Cat_6,B
466711,Masculino,Sim,72,Não,Empreendedorismo,1.0,Alta,4.0,Cat_6,B
459614,Feminino,Não,43,Sim,Artista,1.0,Baixa,2.0,Cat_6,B
459850,Masculino,Não,35,Sim,Artista,0.0,Baixa,1.0,Cat_6,B
460665,Masculino,Não,29,Não,Entretenimento,5.0,Baixa,1.0,Cat_6,D
462841,Masculino,Não,19,Não,Enfermagem,8.0,Baixa,6.0,Cat_6,D
461761,Feminino,Não,27,Sim,Enfermagem,0.0,Baixa,8.0,Cat_6,C
461573,Feminino,Não,40,Sim,Engenharia,1.0,Baixa,5.0,Cat_6,C
463199,Feminino,Sim,52,Sim,Artista,1.0,Baixa,3.0,Cat_4,A
465317,Masculino,Não,23,Não,Enfermagem,0.0,Baixa,4.0,Cat_4,D
461832,Masculino,Não,31,Sim,Enfermagem,,Baixa,3.0,Cat_6,C
464596,Feminino,Sim,35,Sim,Empreendedorismo,0.0,Baixa,2.0,Cat_6,B
466059,Masculino,Sim,25,Não,Entretenimento,1.0,Média,2.0,Cat_4,A
463104,Feminino,Sim,47,Não,Direito,0.0,Baixa,1.0,Cat_6,A
459990,Masculino,Sim,37,Sim,Enfermagem,1.0,Média,2.0,Cat_6,A
463330,Masculino,Não,20,Não,Enfermagem,1.0,Baixa,4.0,Cat_6,D
459893,Feminino,Sim,68,Não,Direito,,Média,2.0,Cat_6,D
467212,Feminino,Não,28,Sim,Medicina,1.0,Baixa,3.0,Cat_6,B
460913,Masculino,,22,Não,Enfermagem,1.0,Baixa,5.0,Cat_4,D
462266,Masculino,Não,25,Sim,Medicina,8.0,Baixa,5.0,Cat_6,D
461020,Feminino,,20,Não,,,Alta,,Cat_3,D
462838,Feminino,Sim,32,Sim,Responsável pela Casa,0.0,Baixa,3.0,Cat_5,B
460159,Feminino,Não,18,Não,Entretenimento,1.0,Baixa,7.0,Cat_2,B
460974,Masculino,Sim,79,Não,Direito,1.0,Baixa,1.0,Cat_6,D
460312,Feminino,Não,36,Sim,Entretenimento,7.0,Baixa,5.0,,D
459919,Feminino,Não,49,Sim,Artista,0.0,Baixa,1.0,Cat_4,B
467381,Masculino,Sim,49,Sim,Entretenimento,0.0,Baixa,4.0,Cat_6,B
461707,Feminino,Sim,45,Sim,Artista,1.0,Média,4.0,Cat_6,C
462461,Masculino,Não,28,Sim,Medicina,1.0,Baixa,3.0,Cat_6,D
465378,Feminino,Sim,57,Sim,Artista,4.0,Média,,Cat_6,C
459533,Feminino,Não,41,Sim,Artista,1.0,Baixa,1.0,Cat_6,A
461091,Feminino,Sim,37,Sim,Artista,3.0,Média,3.0,Cat_3,B
466467,Feminino,Sim,36,Sim,Artista,1.0,Média,3.0,Cat_3,B
462476,Masculino,Sim,45,Sim,Artista,4.0,Média,2.0,Cat_6,C
459197,Feminino,Sim,39,Sim,,0.0,Média,2.0,Cat_6,A
464357,Masculino,Não,40,Sim,Artista,7.0,Baixa,1.0,Cat_6,A
459915,Feminino,Não,29,Sim,Enfermagem,1.0,Baixa,3.0,Cat_4,D
459547,Masculino,Sim,89,Não,Direito,,Baixa,2.0,Cat_6,B
463319,Feminino,Sim,73,Não,Direito,1.0,Alta,3.0,Cat_6,B
466323,Masculino,Não,28,Não,Medicina,4.0,Baixa,1.0,Cat_3,B
459363,Masculino,Não,53,Sim,Artista,2.0,Baixa,1.0,Cat_6,A
464700,Masculino,Não,25,Não,Medicina,2.0,Baixa,,Cat_4,D
461794,Feminino,Não,19,Não,Enfermagem,5.0,Baixa,5.0,Cat_2,D
462563,Feminino,Sim,52,Sim,Artista,0.0,Média,2.0,Cat_6,C
465922,Feminino,Não,31,Sim,Enfermagem,9.0,Baixa,3.0,Cat_6,D
464341,Masculino,Não,35,Sim,Artista,2.0,Baixa,2.0,Cat_6,A
467529,Masculino,Sim,47,Sim,Artista,,Média,2.0,Cat_6,B
464294,Masculino,Sim,68,Não,Empreendedorismo,1.0,Alta,2.0,Cat_6,C
461923,Feminino,Sim,42,Sim,Artista,2.0,Média,2.0,Cat_6,C
466843,Feminino,Não,38,Não,Responsável pela Casa,13.0,Baixa,,Cat_6,A
462880,Masculino,Sim,25,Não,Empreendedorismo,1.0,Alta,3.0,Cat_6,B
464402,Masculino,Não,37,Sim,Entretenimento,7.0,Baixa,1.0,Cat_6,A
462596,Feminino,Não,31,Não,Enfermagem,0.0,Baixa,,Cat_4,D
466841,Masculino,Não,21,Não,Enfermagem,1.0,Baixa,6.0,Cat_4,D
464536,Masculino,Sim,28,Sim,Artista,0.0,Média,3.0,Cat_6,A
462765,Feminino,Sim,50,Sim,Artista,1.0,Alta,8.0,Cat_6,B
461364,Feminino,Não,46,Não,Medicina,0.0,Baixa,2.0,Cat_6,B
465836,Masculino,Não,19,Não,Empreendedorismo,13.0,Baixa,3.0,Cat_7,D
465208,Masculino,Sim,37,Sim,Artista,1.0,Média,2.0,Cat_6,C
460416,Masculino,Não,28,Sim,Enfermagem,14.0,Baixa,1.0,Cat_6,D
459787,Masculino,Sim,71,Não,Direito,0.0,Baixa,1.0,Cat_6,A
464276,Feminino,Sim,66,Não,Marketing,0.0,Alta,2.0,Cat_1,C
460560,Feminino,Sim,57,Sim,Responsável pela Casa,9.0,Média,2.0,Cat_3,C
467449,Feminino,Sim,86,Sim,Direito,1.0,Baixa,2.0,Cat_6,C
467625,Feminino,Sim,40,Sim,Artista,0.0,Média,2.0,Cat_6,A
460559,Feminino,Não,49,Sim,Enfermagem,8.0,Baixa,1.0,Cat_3,D
463847,Masculino,Sim,41,Não,Artista,2.0,Média,3.0,Cat_6,C
464669,Feminino,Sim,42,Não,Engenharia,0.0,Baixa,4.0,Cat_4,D
465472,Feminino,Sim,87,Não,Entretenimento,,Alta,3.0,Cat_6,A
461393,Feminino,Sim,80,Sim,Artista,6.0,Média,2.0,Cat_6,C
463141,Masculino,Sim,60,Sim,Artista,,Baixa,1.0,Cat_3,A
464149,Masculino,Sim,38,Sim,Artista,1.0,Média,4.0,Cat_6,C
461777,Feminino,Sim,74,Sim,Direito,1.0,Alta,2.0,Cat_6,A
464505,Feminino,Não,30,Não,Medicina,9.0,Baixa,5.0,Cat_6,D
463345,Feminino,Não,20,Não,Enfermagem,4.0,Baixa,4.0,Cat_6,D
459609,Feminino,Não,43,Sim,Artista,1.0,Baixa,1.0,Cat_4,A
465412,Masculino,Não,32,Sim,Medicina,7.0,Baixa,4.0,Cat_6,D
465195,Masculino,Sim,53,Sim,Empreendedorismo,1.0,Alta,3.0,Cat_6,B
462550,Feminino,Não,23,Não,Enfermagem,2.0,Baixa,6.0,Cat_1,D
466896,Masculino,Sim,52,Não,Artista,7.0,Baixa,1.0,Cat_6,C
463851,Feminino,Sim,45,Sim,Artista,4.0,Média,4.0,Cat_2,C
462452,Masculino,Não,22,Não,Enfermagem,1.0,Baixa,,Cat_4,D
464399,Masculino,Sim,63,Não,Entretenimento,0.0,Média,5.0,Cat_6,C
462257,Feminino,Sim,81,Sim,Direito,,Alta,2.0,Cat_6,A
464782,Masculino,Sim,35,Não,Marketing,0.0,Baixa,3.0,Cat_4,D
465624,Masculino,Não,39,Sim,Artista,8.0,Baixa,3.0,Cat_6,C
462508,Masculino,Sim,37,Sim,Enfermagem,0.0,Baixa,7.0,Cat_4,D
465085,Masculino,Sim,83,Sim,Direito,,Alta,2.0,Cat_6,A
462872,Feminino,Sim,47,Não,Engenharia,10.0,Baixa,2.0,Cat_3,D
467535,Masculino,Sim,65,Sim,Direito,1.0,Alta,2.0,Cat_6,A
465793,Masculino,Não,25,Não,Enfermagem,1.0,Baixa,5.0,Cat_4,C
465892,Masculino,Não,40,Sim,Artista,9.0,Baixa,3.0,Cat_6,A
463666,Masculino,Não,27,Sim,Empreendedorismo,0.0,Baixa,6.0,Cat_6,D
459015,Masculino,Não,19,Não,Enfermagem,0.0,Baixa,3.0,Cat_6,D
459699,Feminino,,61,Sim,Engenharia,9.0,Média,3.0,Cat_6,B
466189,Feminino,Sim,56,Sim,Artista,0.0,Média,2.0,Cat_3,C
466348,Masculino,Não,53,Sim,Artista,1.0,Baixa,2.0,Cat_4,C
459461,Feminino,Sim,39,Sim,Artista,0.0,Baixa,1.0,Cat_1,C
460620,Masculino,Sim,55,Sim,Entretenimento,0.0,Média,4.0,Cat_3,C
463318,Masculino,Sim,65,Sim,Direito,0.0,Baixa,2.0,Cat_1,A
462626,Feminino,Não,26,Sim,Engenharia,0.0,Baixa,6.0,Cat_4,B
467554,Feminino,Não,28,Sim,Enfermagem,1.0,Baixa,3.0,Cat_6,D
463502,Masculino,Sim,40,Sim,Empreendedorismo,,Alta,4.0,Cat_6,A
466651,Masculino,Não,40,Não,Entretenimento,5.0,Baixa,1.0,Cat_3,A
466885,Masculino,Sim,42,Não,Empreendedorismo,1.0,Média,4.0,Cat_6,B
467439,Masculino,Sim,37,Sim,Entretenimento,1.0,Baixa,4.0,Cat_6,A
461749,Feminino,Não,22,Não,Enfermagem,0.0,Baixa,5.0,Cat_6,D
467134,Feminino,Sim,33,Não,Enfermagem,0.0,Baixa,5.0,Cat_5,D
462753,Masculino,Sim,28,Não,Empreendedorismo,0.0,Média,3.0,Cat_6,D
462259,Masculino,Sim,51,Sim,Artista,,Baixa,2.0,Cat_6,B
463537,Feminino,Não,32,Sim,Enfermagem,1.0,Baixa,3.0,Cat_6,D
463217,Feminino,Sim,33,Sim,Enfermagem,2.0,Alta,1.0,Cat_5,A
463689,Feminino,Sim,40,Sim,Medicina,1.0,Baixa,,Cat_6,B
466380,Masculino,Sim,36,Sim,Entretenimento,5.0,Baixa,2.0,Cat_6,A
463101,Feminino,Não,27,Não,Responsável pela Casa,8.0,Baixa,1.0,Cat_6,D
466366,Masculino,Não,18,Não,Enfermagem,0.0,Baixa,3.0,Cat_2,D
463864,Masculino,Sim,81,Não,Empreendedorismo,,Alta,2.0,Cat_6,B
465716,Feminino,Não,59,Sim,Artista,0.0,Baixa,2.0,Cat_6,C
463014,Masculino,Sim,53,Sim,Empreendedorismo,0.0,Alta,3.0,Cat_6,B
459808,Masculino,Sim,38,Não,Medicina,,Média,4.0,Cat_6,B
462443,Masculino,Não,20,Não,Enfermagem,1.0,Baixa,2.0,Cat_4,D
460453,Feminino,Não,40,Sim,Medicina,7.0,Baixa,1.0,Cat_6,A
466485,Masculino,Sim,37,Sim,Empreendedorismo,9.0,Alta,2.0,Cat_3,A
467445,Masculino,Sim,31,Não,Medicina,8.0,Baixa,2.0,Cat_2,A
459448,Masculino,Sim,40,Sim,Empreendedorismo,,Alta,3.0,Cat_6,C
463500,Masculino,Sim,35,Sim,Empreendedorismo,0.0,Alta,4.0,Cat_6,A
461507,Masculino,Sim,35,Sim,Entretenimento,0.0,Baixa,2.0,Cat_6,D
465918,Feminino,Não,39,Sim,Artista,5.0,Baixa,3.0,Cat_6,B
467533,Masculino,Sim,79,Sim,Direito,2.0,Baixa,1.0,Cat_6,D
467029,Masculino,Sim,42,Sim,Artista,8.0,Média,2.0,Cat_6,C
465749,Masculino,Sim,42,Não,Engenharia,1.0,Média,3.0,Cat_6,C
460768,Feminino,Não,32,Não,Engenharia,9.0,Baixa,4.0,Cat_5,A
460146,Feminino,Sim,52,Sim,Engenharia,1.0,Média,3.0,Cat_3,A
464998,Masculino,Sim,59,Sim,Artista,1.0,Alta,2.0,Cat_6,C
467715,Masculino,Sim,51,Sim,Empreendedorismo,4.0,Alta,3.0,Cat_6,C
462201,Feminino,Não,32,Sim,Enfermagem,0.0,Baixa,1.0,Cat_4,D
467454,Masculino,Sim,49,Sim,Artista,1.0,Baixa,1.0,Cat_6,A
460645,Feminino,Não,40,Não,Medicina,1.0,Baixa,2.0,Cat_3,C
465129,Feminino,Não,61,Sim,Entretenimento,3.0,Baixa,1.0,Cat_6,A
464264,Feminino,Sim,86,Não,Direito,8.0,Alta,2.0,Cat_6,B
465913,Feminino,Sim,29,Sim,Artista,10.0,Baixa,2.0,Cat_6,B
461068,Masculino,Não,46,Não,Marketing,1.0,Baixa,4.0,Cat_3,D
466689,Masculino,Não,28,Sim,Artista,8.0,Baixa,3.0,Cat_6,C
460071,Feminino,Não,53,Sim,Engenharia,1.0,Baixa,1.0,Cat_6,A
459817,Feminino,Sim,65,Não,Marketing,,Baixa,,Cat_6,D
460477,Masculino,Não,32,Não,Entretenimento,0.0,Baixa,6.0,Cat_3,D
467766,Feminino,Não,31,Não,Enfermagem,6.0,Baixa,3.0,Cat_6,C
460008,Masculino,Não,25,Não,Medicina,9.0,Baixa,4.0,Cat_6,A
463775,Feminino,Não,33,Não,Engenharia,,Baixa,3.0,Cat_6,C
461820,Feminino,Sim,38,Sim,Medicina,0.0,Média,2.0,Cat_6,C
459226,Feminino,Sim,43,Sim,Artista,0.0,Média,2.0,Cat_1,C
460961,Masculino,Não,20,Não,Enfermagem,1.0,Baixa,2.0,Cat_3,D
463503,Masculino,Sim,33,Sim,Entretenimento,1.0,Baixa,2.0,Cat_7,A
466365,Feminino,Sim,50,,Artista,0.0,Média,3.0,Cat_2,C
462632,Feminino,Sim,37,Não,Engenharia,,Média,4.0,Cat_4,A
460404,Masculino,Sim,38,Sim,Artista,5.0,Baixa,7.0,Cat_6,A
460492,Feminino,Não,43,Não,Marketing,10.0,Baixa,,Cat_3,D
461571,Masculino,Não,27,Não,Enfermagem,1.0,Baixa,4.0,Cat_6,C
467624,Masculino,Sim,35,Não,Entretenimento,0.0,Média,5.0,Cat_6,D
463880,Feminino,Sim,36,Não,Engenharia,0.0,Baixa,3.0,Cat_2,B
462846,Feminino,Não,20,Não,Marketing,7.0,Baixa,2.0,Cat_6,D
459233,Feminino,Sim,53,Sim,Marketing,6.0,Baixa,1.0,Cat_6,D
464751,Masculino,Sim,36,Não,Medicina,,Baixa,1.0,Cat_4,A
465939,Feminino,Não,32,Sim,Engenharia,0.0,Baixa,2.0,Cat_6,D
467118,Masculino,Sim,55,Sim,Entretenimento,1.0,Média,3.0,Cat_7,B
463815,Masculino,Sim,37,Sim,Entretenimento,0.0,Média,2.0,Cat_6,C
460871,Feminino,Não,27,Sim,Enfermagem,,Baixa,,Cat_6,D
459127,Masculino,Não,43,Sim,Enfermagem,1.0,Baixa,7.0,Cat_6,D
460675,Feminino,Não,32,Sim,Engenharia,,Baixa,,Cat_3,D
460165,Feminino,Não,40,Sim,Entretenimento,0.0,Baixa,1.0,Cat_3,A
461678,Feminino,Sim,87,Não,Direito,1.0,Baixa,1.0,Cat_6,A
465096,Masculino,Sim,86,Não,Direito,13.0,Baixa,1.0,Cat_6,A
464522,Feminino,Não,42,Sim,Engenharia,11.0,Baixa,1.0,Cat_6,D
460886,Masculino,Não,37,Sim,Artista,0.0,Baixa,1.0,Cat_6,B
462302,Feminino,Não,25,Não,Medicina,,Baixa,7.0,Cat_6,D
462184,Masculino,Não,19,Não,Medicina,0.0,Baixa,4.0,Cat_6,D
462956,Masculino,Sim,42,Não,Artista,7.0,Média,5.0,Cat_6,B
466422,Masculino,Sim,33,Não,Medicina,0.0,Baixa,4.0,Cat_4,D
465324,Masculino,Sim,41,Sim,Artista,8.0,Baixa,2.0,Cat_6,B
460668,Feminino,Não,27,Sim,Medicina,,Baixa,2.0,Cat_3,D
466275,Masculino,Sim,84,Não,Direito,,Baixa,,Cat_6,D
467257,Masculino,Não,22,Não,Enfermagem,10.0,Baixa,4.0,Cat_6,D
460254,Feminino,Não,32,Sim,Artista,1.0,Baixa,2.0,Cat_6,B
463158,Masculino,Sim,83,Sim,Empreendedorismo,0.0,Alta,3.0,Cat_6,B
467866,Masculino,Sim,50,Sim,Artista,1.0,Média,3.0,Cat_6,C
461685,Feminino,Não,30,Sim,Enfermagem,4.0,Baixa,4.0,Cat_6,D
467875,Feminino,Não,23,Não,Enfermagem,,Baixa,4.0,Cat_6,D
460208,Masculino,Não,27,Não,Artista,9.0,Baixa,8.0,Cat_6,D
462151,Feminino,Não,35,Sim,Artista,8.0,Baixa,1.0,Cat_6,B
462853,Masculino,Não,23,Não,Enfermagem,1.0,Baixa,2.0,Cat_6,D
465239,Masculino,Sim,56,Sim,Artista,0.0,Média,3.0,Cat_6,B
461624,Feminino,Sim,41,Sim,Artista,1.0,Média,,Cat_2,B
467508,Feminino,Não,25,Não,Medicina,1.0,Baixa,3.0,Cat_6,B
467318,Masculino,Sim,41,Sim,Medicina,,Baixa,2.0,Cat_6,C
466867,Feminino,Não,27,Não,Responsável pela Casa,14.0,Baixa,1.0,Cat_6,D
467738,Masculino,Sim,43,Sim,Medicina,3.0,Média,2.0,Cat_6,B
465590,Masculino,Sim,40,Sim,Artista,1.0,Média,5.0,Cat_6,A
464980,Feminino,,60,Não,Engenharia,1.0,Alta,2.0,Cat_4,B
459805,Feminino,Sim,45,Não,Artista,4.0,Média,4.0,Cat_6,B
465013,Feminino,Sim,82,Não,Direito,0.0,Alta,2.0,Cat_6,C
459240,Feminino,Não,28,Sim,Artista,1.0,Baixa,1.0,Cat_6,A
462344,Feminino,Sim,63,Sim,Artista,0.0,Alta,4.0,Cat_6,C
460388,Feminino,Não,35,Sim,Artista,13.0,Baixa,2.0,Cat_6,B
464218,Feminino,Sim,89,Não,Direito,1.0,Alta,2.0,Cat_6,A
466589,Masculino,Não,20,Não,Enfermagem,,Baixa,4.0,Cat_6,D
467556,Feminino,Não,40,Sim,Enfermagem,,Baixa,1.0,Cat_4,A
459887,Masculino,Sim,46,Não,Artista,3.0,Média,2.0,,C
465955,Masculino,Não,25,Sim,Marketing,8.0,Baixa,3.0,Cat_6,A
460033,Feminino,,46,Sim,Entretenimento,6.0,Baixa,3.0,Cat_6,A
462928,Masculino,Sim,49,Sim,Artista,2.0,Média,4.0,Cat_2,C
460889,Feminino,Sim,47,Sim,Artista,1.0,Baixa,2.0,Cat_6,B
459669,Masculino,Sim,30,Sim,Artista,0.0,Média,2.0,Cat_6,B
467849,Feminino,Sim,40,Sim,Medicina,0.0,Baixa,1.0,Cat_2,A
466873,Masculino,Sim,39,Sim,Enfermagem,7.0,Média,5.0,Cat_3,A
464837,Masculino,Sim,61,Sim,Artista,1.0,Média,5.0,Cat_4,B
462581,Feminino,Não,28,Não,Engenharia,1.0,Baixa,4.0,Cat_4,A
466237,Masculino,Não,18,Não,Enfermagem,0.0,Baixa,3.0,Cat_4,D
462707,Feminino,Sim,55,Sim,Artista,0.0,Média,4.0,Cat_6,C
467060,Masculino,Não,39,Não,Engenharia,5.0,Baixa,2.0,Cat_6,D
464794,Feminino,Sim,47,Não,Engenharia,8.0,Média,,Cat_4,A
460281,Feminino,Não,29,Sim,Medicina,10.0,Baixa,5.0,Cat_6,D
460164,Masculino,Sim,66,Não,Engenharia,1.0,Baixa,2.0,Cat_6,A
460431,Feminino,Não,46,Sim,Engenharia,1.0,Baixa,1.0,Cat_6,D
466901,Feminino,Sim,52,Sim,Artista,0.0,Média,3.0,Cat_7,C
463328,Feminino,Não,23,Não,Enfermagem,0.0,Baixa,4.0,Cat_6,D
462246,Feminino,Sim,84,Não,Direito,1.0,Alta,2.0,Cat_6,B
462371,Feminino,Não,27,Não,Enfermagem,5.0,Baixa,3.0,Cat_2,D
462022,Feminino,Sim,37,Sim,Artista,1.0,Média,3.0,Cat_3,B
460662,Feminino,Não,46,Não,Responsável pela Casa,9.0,Baixa,1.0,Cat_6,D
464022,Feminino,Não,22,Não,Enfermagem,0.0,Baixa,3.0,Cat_6,D
461819,Masculino,Sim,42,Sim,Artista,0.0,Média,2.0,Cat_6,C
465735,Feminino,Sim,35,Sim,Artista,1.0,Baixa,2.0,Cat_3,B
462804,Masculino,Sim,39,Não,Empreendedorismo,5.0,Alta,3.0,Cat_4,D
464138,Feminino,Não,27,Sim,Enfermagem,0.0,Baixa,4.0,Cat_6,B
464224,Masculino,Sim,65,Não,Engenharia,1.0,Alta,2.0,Cat_6,B
463289,Feminino,Sim,39,Sim,Artista,0.0,Média,3.0,Cat_3,C
463223,Feminino,Não,22,Não,Entretenimento,,Baixa,3.0,Cat_6,D
462038,Masculino,Não,31,Sim,Artista,4.0,Baixa,4.0,Cat_6,A
463341,Feminino,Sim,48,Não,Engenharia,1.0,Média,6.0,Cat_3,A
463185,Feminino,Sim,58,Sim,Artista,1.0,Média,2.0,Cat_6,C
459258,Feminino,Sim,74,Sim,Direito,1.0,Alta,,Cat_6,B
464379,Feminino,Sim,40,Sim,Engenharia,12.0,Média,3.0,Cat_6,B
464521,Masculino,Não,26,Não,Medicina,2.0,Baixa,4.0,Cat_6,B
459575,Masculino,Não,35,Sim,Artista,0.0,Baixa,1.0,Cat_6,A
467732,Feminino,Não,43,Sim,Enfermagem,8.0,Baixa,1.0,,D
460003,Masculino,Não,49,Sim,Medicina,5.0,Baixa,1.0,Cat_6,D
462226,Masculino,Sim,26,Não,Artista,7.0,Baixa,4.0,Cat_4,A
461274,Feminino,Sim,74,Sim,Direito,,Alta,2.0,Cat_6,A
462992,Feminino,Sim,56,Sim,Engenharia,,Alta,3.0,Cat_3,B
466675,Feminino,Sim,49,Sim,Artista,2.0,Média,2.0,Cat_6,C
461124,Masculino,Não,19,Não,Enfermagem,1.0,Baixa,8.0,Cat_4,D
464638,Masculino,Não,39,Sim,Artista,2.0,Baixa,3.0,Cat_4,B
462374,Masculino,Sim,37,Sim,Empreendedorismo,0.0,Alta,4.0,Cat_6,B
463526,Masculino,Não,41,Sim,Medicina,0.0,Baixa,1.0,Cat_6,A
462912,Feminino,Não,26,Sim,Responsável pela Casa,8.0,Baixa,2.0,Cat_6,D
462604,Feminino,Sim,38,Não,Medicina,1.0,Média,3.0,Cat_4,A
460708,Masculino,Sim,35,Sim,Artista,0.0,Baixa,3.0,Cat_6,C
467015,Masculino,Sim,49,Sim,Artista,0.0,Média,2.0,Cat_6,C
464745,Masculino,,60,Não,Engenharia,0.0,Média,3.0,Cat_4,A
467245,Feminino,Não,38,Não,Medicina,0.0,Baixa,1.0,Cat_6,C
464798,Masculino,Sim,52,,Entretenimento,,Média,5.0,Cat_4,B
463619,Masculino,Sim,70,Não,Empreendedorismo,1.0,Alta,2.0,Cat_6,A
467246,Masculino,Não,21,Não,Medicina,9.0,Baixa,3.0,Cat_7,D
462969,Masculino,Sim,58,Sim,Artista,8.0,Baixa,1.0,Cat_3,B
460959,Feminino,Não,28,Não,Artista,5.0,Baixa,5.0,Cat_3,C
461911,Masculino,Sim,57,Não,Empreendedorismo,0.0,Baixa,1.0,Cat_6,A
459882,Masculino,Sim,37,Sim,Artista,1.0,Média,2.0,Cat_6,B
459632,Feminino,Sim,52,Não,Marketing,1.0,Alta,3.0,Cat_4,D
462613,Feminino,Sim,35,Não,Engenharia,0.0,Média,5.0,Cat_4,D
466455,Feminino,Sim,30,Sim,Medicina,4.0,Baixa,2.0,Cat_6,D
462394,Masculino,Sim,35,Sim,Artista,0.0,Média,2.0,Cat_6,C
462010,Feminino,Não,31,Sim,Artista,14.0,Baixa,3.0,Cat_2,A
461371,Masculino,Sim,37,Sim,Medicina,0.0,Média,2.0,Cat_6,A
462376,Masculino,Sim,71,Sim,Empreendedorismo,0.0,Alta,2.0,Cat_6,B
459845,Masculino,Sim,66,Sim,Enfermagem,0.0,Baixa,1.0,Cat_4,D
462658,Feminino,Sim,25,Sim,Responsável pela Casa,9.0,Média,2.0,,A
462583,Masculino,Não,26,Sim,Artista,0.0,Baixa,4.0,Cat_4,D
459858,Feminino,Não,31,Não,Enfermagem,8.0,Baixa,4.0,Cat_6,D
459091,Masculino,Sim,67,Sim,Artista,0.0,Média,6.0,Cat_1,B
467135,Feminino,Sim,51,Sim,Artista,1.0,Média,5.0,Cat_6,C
460413,Feminino,Não,39,Sim,Artista,7.0,Baixa,1.0,Cat_6,B
466206,Feminino,Sim,60,Sim,Artista,2.0,Média,2.0,Cat_3,C
463192,Feminino,Sim,46,Não,Entretenimento,4.0,Média,,Cat_4,A
467382,Masculino,Sim,36,Sim,Medicina,9.0,Média,2.0,Cat_6,C
466750,Feminino,Não,18,,Enfermagem,0.0,Baixa,3.0,Cat_3,D
463801,Feminino,Não,30,Não,Engenharia,0.0,Baixa,1.0,Cat_6,A
467296,Feminino,Sim,69,Sim,Artista,,Média,2.0,Cat_3,C
460651,Masculino,Não,32,Não,Responsável pela Casa,8.0,Baixa,,Cat_4,A
460296,Feminino,Sim,60,Sim,Artista,1.0,Baixa,2.0,Cat_6,A
463524,Feminino,Sim,40,Sim,Artista,6.0,Média,2.0,Cat_6,C
461775,Feminino,Sim,83,Não,Direito,0.0,Alta,2.0,Cat_6,B
465711,Masculino,Sim,51,Sim,Artista,0.0,Média,,Cat_6,C
462833,Masculino,Sim,33,Não,Medicina,0.0,Média,5.0,Cat_6,D
465506,Masculino,Sim,43,Sim,Entretenimento,1.0,Média,4.0,Cat_4,B
463366,Masculino,Sim,71,Não,Direito,0.0,Baixa,5.0,Cat_3,D
464987,Masculino,Sim,50,Sim,Empreendedorismo,1.0,Alta,5.0,Cat_6,B
459114,Masculino,Sim,57,Sim,Artista,1.0,Média,2.0,Cat_6,C
467928,Masculino,Sim,35,Sim,Artista,2.0,Média,2.0,Cat_6,C
462881,Feminino,Sim,66,Sim,Artista,0.0,Alta,3.0,Cat_6,B
466524,Feminino,Sim,46,Sim,Artista,0.0,Baixa,1.0,Cat_3,B
463191,Masculino,Não,26,Não,Enfermagem,1.0,Baixa,1.0,Cat_4,D
460861,Masculino,Não,21,Não,Enfermagem,1.0,Baixa,3.0,Cat_3,D
465610,Feminino,Não,42,Sim,Artista,8.0,Baixa,2.0,Cat_6,C
460206,Feminino,Sim,40,Sim,Entretenimento,1.0,Baixa,2.0,Cat_6,B
462876,Masculino,Não,27,Não,Medicina,0.0,Baixa,4.0,Cat_1,D
465333,Feminino,Sim,37,Sim,Artista,2.0,Baixa,2.0,Cat_7,C
463121,Feminino,Sim,70,,Direito,,Alta,,Cat_6,A
460379,Masculino,Não,35,Sim,Artista,9.0,Baixa,3.0,Cat_6,A
462991,Masculino,Não,28,Sim,Enfermagem,0.0,Baixa,1.0,Cat_6,D
460307,Masculino,Não,27,Não,Entretenimento,6.0,Baixa,2.0,Cat_6,D
464383,Feminino,Sim,81,Sim,Direito,1.0,Baixa,1.0,Cat_6,C
467931,Masculino,Não,25,Sim,Medicina,0.0,Baixa,2.0,Cat_6,D
466594,Masculino,Sim,72,Sim,Empreendedorismo,1.0,Alta,2.0,Cat_6,C
461200,Feminino,Não,33,Sim,Medicina,0.0,Baixa,5.0,Cat_6,C
465600,Masculino,Sim,40,Sim,Engenharia,7.0,Baixa,2.0,Cat_3,B
459688,Masculino,Não,52,Sim,Artista,3.0,Baixa,1.0,Cat_6,B
463549,Masculino,Não,23,Não,Enfermagem,0.0,Baixa,4.0,Cat_6,D
466696,Feminino,Sim,48,Sim,Artista,2.0,Média,4.0,Cat_6,C
462906,Feminino,Não,31,Não,Enfermagem,0.0,Baixa,4.0,Cat_6,D
