codigo,sexo,casou_alguma_vez,idade,graduado,profissao,experiencia_profissional,pontuacao_gastos,tamanho_familia
467079,Masculino,Sim,40,Sim,Artista,1,Baixa,2
467724,Masculino,Sim,46,Nao,Artista,1,Alta,3
459792,Masculino,Sim,42,Sim,Artista,6,Baixa,3
464789,Feminino,Sim,48,Sim,Artista,0,Media,5
467143,Feminino,Nao,53,Nao,Direito,1,Baixa,3
464370,Masculino,Sim,65,Sim,Entretenimento,0,Media,2
459415,Masculino,Nao,26,Nao,Medicina,0,Baixa,4
459387,Masculino,Nao,35,Sim,Medicina,0,Baixa,1
467895,Feminino,Nao,27,Sim,Enfermagem,0,Baixa,4
459838,Feminino,Sim,86,Nao,Direito,0,Alta,2
463695,Feminino,Nao,30,Sim,Medicina,1,Baixa,4
464512,Masculino,Sim,43,Nao,Empreendedorismo,8,Baixa,3
467419,Feminino,Sim,38,Sim,Artista,4,Baixa,1
462511,Feminino,Sim,66,Sim,Direito,1,Alta,2
464124,Feminino,Sim,74,Sim,Medicina,1,Baixa,2
459638,Masculino,Nao,25,Sim,Enfermagem,,Baixa,
466194,Masculino,Sim,89,Nao,Direito,0,Baixa,1
461807,Masculino,Nao,30,Sim,Medicina,10,Baixa,4
460456,Masculino,Sim,33,Nao,Empreendedorismo,0,Alta,5
462932,Feminino,Sim,37,Sim,Responsavel pela Casa,3,Alta,3
461297,Masculino,Sim,69,Nao,Direito,0,Alta,2
464430,Feminino,Sim,51,Sim,Engenharia,6,Media,2
459416,Masculino,Nao,19,Nao,Artista,10,Baixa,3
464743,Masculino,Sim,45,Sim,Entretenimento,0,Media,2
466276,Feminino,Nao,32,Nao,Medicina,0,Baixa,5
467829,Feminino,Nao,22,Nao,Medicina,3,Baixa,4
463813,Feminino,Nao,26,Nao,Engenharia,1,Baixa,6
461733,Feminino,Sim,43,Sim,Artista,0,Alta,3
466925,Masculino,Nao,19,Nao,Enfermagem,7,Baixa,2
467846,Masculino,Sim,48,Sim,Artista,1,Media,3
459596,Feminino,Sim,61,Sim,Medicina,1,Media,2
460597,Feminino,Nao,20,Nao,Marketing,1,Baixa,2
467788,Masculino,Nao,22,Nao,Enfermagem,0,Baixa,4
467966,Feminino,Nao,31,Sim,Entretenimento,9,Baixa,3
464503,Masculino,Nao,25,Sim,Artista,9,Baixa,3
460242,Masculino,Sim,41,Sim,Enfermagem,8,Baixa,3
467014,Masculino,Sim,36,Sim,Empreendedorismo,9,Alta,3
466637,Masculino,Sim,48,Sim,Artista,1,Alta,5
462553,Masculino,Nao,27,Nao,Artista,1,Baixa,1
459287,Masculino,Nao,35,Sim,Direito,1,Baixa,1
464074,Feminino,Sim,39,Sim,Medicina,0,Media,3
463734,Masculino,Sim,38,Nao,Empreendedorismo,0,Media,3
466575,Feminino,Sim,57,Sim,Artista,7,Media,3
459193,Masculino,Nao,38,Sim,Artista,1,Baixa,1
462143,Masculino,Sim,80,Nao,Artista,1,Baixa,2
467700,Masculino,Sim,57,Sim,Entretenimento,,Media,2
467140,Masculino,Sim,61,Sim,Entretenimento,9,Media,2
463356,Masculino,Nao,29,Sim,Enfermagem,5,Baixa,4
466797,Feminino,Nao,23,Nao,Enfermagem,1,Baixa,4
459234,Feminino,Sim,83,Nao,Direito,1,Baixa,1
460442,Masculino,Sim,37,Sim,Entretenimento,0,Media,3
463901,Masculino,Sim,35,Nao,Artista,0,Baixa,6
465494,Masculino,Sim,41,Sim,Medicina,9,Media,2
461552,Feminino,Sim,38,Sim,Artista,,Media,2
459239,Masculino,Sim,81,Nao,Entretenimento,1,Baixa,1
466379,Feminino,Sim,58,Sim,Responsavel pela Casa,2,Baixa,1
464759,Feminino,Nao,38,Nao,Engenharia,8,Baixa,1
461994,Masculino,Sim,18,Nao,Medicina,10,Baixa,2
461802,Masculino,Nao,37,Sim,Artista,1,Baixa,4
462527,Masculino,Sim,43,Nao,Artista,4,Media,2
461800,Feminino,Nao,36,Sim,Medicina,4,Baixa,1
460933,Feminino,Sim,76,Sim,Direito,0,Alta,2
460189,Masculino,Nao,33,Nao,Entretenimento,14,Baixa,1
459031,Masculino,Sim,43,Nao,Empreendedorismo,1,Alta,5
464673,Masculino,Sim,47,Nao,Empreendedorismo,1,Alta,7
459101,Masculino,Sim,81,Nao,Direito,8,Baixa,2
460136,Masculino,Nao,27,Sim,Artista,10,Baixa,3
460973,Masculino,Nao,29,Nao,Entretenimento,1,Baixa,5
460187,Feminino,Nao,38,Sim,Medicina,4,Baixa,3
460679,Feminino,Nao,19,,Enfermagem,9,Baixa,4
459700,Masculino,Sim,37,Sim,Empreendedorismo,0,Media,5
464787,Masculino,Nao,47,Nao,Entretenimento,1,Baixa,1
467201,Feminino,Nao,33,Sim,Engenharia,,Baixa,5
462614,Masculino,Sim,51,Nao,Entretenimento,1,Media,5
460813,Feminino,Sim,86,Nao,Direito,1,Alta,2
462698,Feminino,Sim,56,Sim,Entretenimento,1,Media,2
463344,Masculino,Sim,59,Sim,Artista,3,Media,2
463633,Masculino,Sim,33,Sim,Medicina,0,Media,2
466278,Feminino,Nao,31,Nao,,0,Baixa,2
464964,Feminino,Sim,71,Nao,Artista,,Alta,2
462317,Feminino,Nao,32,Nao,Entretenimento,3,Baixa,6
467353,Masculino,Sim,26,Nao,Artista,3,Baixa,2
464169,Masculino,,89,Nao,Direito,1,Alta,2
464553,Masculino,Sim,70,Sim,Artista,1,Baixa,2
463518,Masculino,Sim,30,Nao,Empreendedorismo,5,Alta,4
459711,Masculino,Sim,37,Nao,Empreendedorismo,9,Alta,6
460788,Feminino,Nao,30,Sim,Medicina,0,Baixa,9
459392,Feminino,Nao,23,Nao,Medicina,0,Baixa,3
467887,Feminino,Nao,42,Sim,Artista,0,Baixa,2
467743,Masculino,Sim,48,Nao,Empreendedorismo,1,Alta,4
460368,Masculino,Nao,28,Sim,Enfermagem,0,Baixa,7
463126,Feminino,Sim,65,Sim,Artista,3,Media,2
467046,Feminino,Nao,28,Nao,Medicina,0,Baixa,5
463099,Masculino,Sim,85,Sim,Direito,,Baixa,1
462439,Masculino,Nao,18,Nao,Enfermagem,1,Baixa,4
464182,Masculino,Sim,35,Sim,Artista,4,Media,2
464810,Feminino,Nao,27,Nao,Engenharia,1,Baixa,1
464234,Masculino,Sim,68,Sim,Entretenimento,0,Baixa,3
464683,Masculino,Sim,52,Nao,Engenharia,0,Media,6
463349,Masculino,Nao,20,Nao,Enfermagem,5,Baixa,5
465866,Masculino,Sim,35,Sim,Artista,7,Baixa,3
465261,Feminino,Nao,21,Sim,Enfermagem,0,Baixa,4
459780,Feminino,Nao,42,Nao,Entretenimento,1,Baixa,3
462031,Feminino,Sim,50,Sim,Artista,0,Media,2
464933,Masculino,Nao,25,Nao,,0,Baixa,1
463941,Feminino,Nao,32,Nao,Artista,1,Baixa,6
466842,Masculino,Nao,19,Nao,Enfermagem,8,Baixa,5
459014,Masculino,Nao,22,Nao,Enfermagem,0,Baixa,4
462420,Masculino,Nao,27,Sim,Enfermagem,1,Baixa,3
465250,Masculino,Nao,22,Nao,Enfermagem,0,Baixa,4
466513,Feminino,Sim,55,Sim,Artista,1,Media,3
461791,Feminino,Nao,22,Nao,Direito,8,Baixa,1
467160,Masculino,Sim,40,Nao,,0,Media,2
464586,Feminino,Nao,46,Sim,Artista,1,Baixa,1
461391,Masculino,Sim,65,Sim,Entretenimento,3,Baixa,3
466658,Feminino,Nao,18,Nao,Enfermagem,0,Baixa,4
459728,Feminino,Sim,53,Sim,Artista,2,Media,4
464618,Masculino,,35,Sim,Artista,5,Baixa,1
462219,Masculino,Sim,59,Nao,Empreendedorismo,0,Baixa,5
467553,Feminino,Nao,32,Sim,Enfermagem,8,Baixa,3
459655,Masculino,Sim,39,Sim,Artista,1,Media,3
462182,Masculino,Sim,88,Nao,Artista,7,Baixa,1
459119,Masculino,Sim,61,Sim,Empreendedorismo,9,Alta,3
460721,Masculino,Nao,21,Nao,Enfermagem,1,Baixa,4
459517,Masculino,Nao,31,Sim,Enfermagem,1,Baixa,4
461441,Masculino,Sim,58,Sim,Artista,1,Media,4
465390,Feminino,Nao,27,Sim,Marketing,3,Baixa,3
466160,Feminino,Sim,51,Sim,Engenharia,1,Media,2
463842,Feminino,Sim,48,Sim,Engenharia,0,Alta,4
465902,Masculino,Nao,25,Sim,Empreendedorismo,3,Baixa,3
467034,Masculino,Sim,89,Nao,Empreendedorismo,0,Alta,2
466247,Feminino,,51,Sim,Artista,0,Baixa,4
465747,Feminino,Nao,40,Sim,Artista,6,Baixa,1
464203,Masculino,Nao,56,Sim,Artista,2,Baixa,1
462373,Masculino,Sim,36,Sim,Entretenimento,9,Alta,3
465364,Feminino,Nao,38,Sim,Medicina,5,Baixa,5
464280,Masculino,Sim,47,Sim,Entretenimento,1,Baixa,4
460993,Masculino,Sim,61,Sim,Artista,1,Media,4
464227,Masculino,Sim,89,Sim,Direito,0,Alta,2
461141,Masculino,Sim,55,Nao,Responsavel pela Casa,2,Baixa,1
465297,Masculino,Sim,88,Nao,,,Alta,3
467282,Feminino,Sim,43,Sim,Artista,4,Media,2
459790,Masculino,Nao,28,Nao,Medicina,10,Baixa,3
464670,Masculino,Sim,42,Nao,Entretenimento,0,Media,4
462093,Masculino,Nao,33,Sim,Artista,1,Baixa,
459398,Feminino,Sim,60,Nao,Direito,,Alta,2
461136,Masculino,Nao,59,Sim,Artista,1,Baixa,1
461379,Masculino,Nao,31,Sim,Enfermagem,0,Baixa,
461956,Feminino,Nao,31,Sim,Artista,2,Baixa,
460283,Masculino,Sim,43,Sim,Medicina,14,Baixa,2
460337,Feminino,Nao,42,Sim,Marketing,10,Baixa,3
463275,Masculino,Sim,29,Nao,Entretenimento,7,Media,2
461234,Feminino,Nao,53,Sim,Artista,3,Baixa,
466861,Feminino,Nao,21,Nao,Enfermagem,8,Baixa,7
463177,Masculino,Nao,41,Sim,Entretenimento,7,Baixa,2
461874,Masculino,Sim,48,Sim,Medicina,0,Media,3
462506,Masculino,Nao,31,Nao,Enfermagem,1,Baixa,4
466868,Masculino,Nao,26,Sim,Medicina,4,Baixa,3
461253,Feminino,Nao,18,Nao,Enfermagem,0,Baixa,5
460466,Feminino,Nao,19,Nao,Enfermagem,8,Baixa,
461830,Masculino,Sim,42,Sim,Empreendedorismo,1,Alta,3
464748,Feminino,Sim,52,Nao,Engenharia,9,Media,5
461904,Feminino,Sim,50,Sim,Artista,4,Media,2
466737,Masculino,Nao,33,Nao,Entretenimento,1,Baixa,
459153,Feminino,Sim,75,Sim,,0,Alta,2
467562,Masculino,Sim,71,Sim,Empreendedorismo,0,Alta,3
465168,Feminino,Sim,59,Nao,Entretenimento,8,Media,2
459162,Feminino,Sim,85,Sim,Direito,0,Alta,2
462831,Masculino,Sim,29,Nao,Empreendedorismo,1,Alta,3
465576,Masculino,Sim,43,Nao,Empreendedorismo,4,Media,5
464474,Feminino,Nao,52,Sim,Artista,1,Baixa,1
460566,Masculino,Sim,36,Sim,Responsavel pela Casa,,Media,2
465169,Feminino,Nao,59,Sim,Medicina,0,Baixa,4
460235,Feminino,Nao,23,Nao,Enfermagem,1,Baixa,3
462580,Feminino,Nao,39,Sim,Artista,0,Baixa,1
467313,Masculino,Sim,39,Sim,Entretenimento,1,Media,2
460400,Feminino,Sim,46,Sim,Entretenimento,5,Baixa,2
463406,Masculino,Nao,33,Nao,Marketing,0,Baixa,4
459135,Masculino,Sim,53,Sim,Empreendedorismo,0,Alta,4
465862,Feminino,,50,Sim,Artista,8,Media,1
462972,Feminino,Sim,62,Sim,Artista,1,Baixa,1
466284,Masculino,Sim,46,Sim,Artista,1,Media,5
464410,Masculino,Sim,40,Sim,Artista,0,Media,2
466005,Masculino,Nao,62,Sim,Entretenimento,1,Baixa,4
460821,Feminino,Nao,31,Sim,Enfermagem,,Baixa,2
459206,Feminino,Nao,25,Nao,Artista,1,Baixa,3
467571,Masculino,Nao,23,Nao,Marketing,0,Baixa,
461156,Masculino,Nao,22,Nao,Marketing,3,Baixa,6
465515,Feminino,Sim,47,Sim,Artista,1,Alta,6
460883,Masculino,Sim,68,Sim,Artista,0,Alta,2
465380,Masculino,Nao,25,Nao,Entretenimento,5,Baixa,2
467435,Feminino,Nao,30,Nao,Artista,0,Baixa,
461218,Masculino,Sim,27,Nao,Empreendedorismo,0,Baixa,6
467186,Masculino,Sim,38,Sim,Entretenimento,2,Media,3
459827,Feminino,Nao,33,Nao,,,Baixa,1
461859,Feminino,Sim,46,Nao,Artista,5,Baixa,5
467821,Feminino,Sim,37,Sim,Artista,1,Baixa,2
462525,Feminino,Sim,41,Sim,Artista,0,Media,2
462787,Feminino,Nao,29,Nao,Artista,1,Baixa,1
459055,Feminino,Nao,19,Nao,Entretenimento,1,Baixa,5
462605,Masculino,Sim,82,Nao,Empreendedorismo,1,Alta,2
461252,Feminino,Sim,48,Sim,Medicina,1,Baixa,1
464340,Masculino,Sim,67,Sim,Artista,1,Alta,2
461872,Feminino,Sim,77,Sim,Direito,0,Alta,2
459746,Masculino,,56,Sim,Artista,1,Media,2
466274,Masculino,Sim,69,Sim,Empreendedorismo,0,Baixa,
467499,Masculino,Sim,40,Sim,Artista,,Baixa,3
467423,Masculino,Sim,61,Sim,Artista,0,Baixa,1
463865,Masculino,Sim,46,Sim,Artista,0,Media,5
467504,Feminino,,31,Nao,Medicina,1,Baixa,4
458984,Masculino,Sim,39,Sim,Artista,0,Media,3
459142,Feminino,Sim,89,Sim,Artista,0,Alta,3
462993,Masculino,Sim,30,Nao,Artista,,Media,3
467947,Feminino,,59,Sim,Artista,1,Media,4
466389,Feminino,Sim,47,Sim,Engenharia,0,Media,2
460632,Feminino,Nao,22,Nao,Enfermagem,0,Baixa,3
465626,Feminino,Nao,42,Sim,Artista,7,Baixa,3
461768,Masculino,Sim,69,Sim,Artista,0,Alta,2
462242,Feminino,Nao,30,Sim,Entretenimento,0,Baixa,5
466949,Masculino,Sim,39,Nao,Empreendedorismo,12,Alta,7
465479,Masculino,Nao,27,Nao,Artista,1,Baixa,1
464845,Masculino,Sim,30,Nao,Engenharia,1,Media,3
465066,Masculino,Sim,47,Sim,Empreendedorismo,7,Alta,4
466817,Feminino,Sim,81,Nao,Direito,0,Alta,2
466436,Masculino,Sim,42,Nao,Medicina,0,Media,3
467974,Feminino,Nao,43,Sim,Artista,1,Baixa,1
460341,Feminino,Nao,31,Nao,Entretenimento,11,Baixa,5
467463,Feminino,Sim,39,Sim,Artista,8,Media,3
466235,Feminino,Sim,57,Sim,Artista,0,Media,4
459371,Masculino,Sim,35,Sim,,,Baixa,2
460233,Masculino,Nao,43,Sim,Medicina,0,Baixa,
466094,Feminino,Nao,31,Nao,Enfermagem,0,Baixa,3
461451,Feminino,Nao,28,Sim,Engenharia,1,Baixa,6
460473,Masculino,Sim,58,Sim,Artista,0,Media,2
461786,Masculino,Sim,71,Sim,Direito,0,Alta,2
466745,Feminino,Sim,36,Sim,Responsavel pela Casa,0,Media,2
460124,Feminino,Nao,43,Sim,Artista,1,Baixa,3
459910,Masculino,Sim,69,Sim,Artista,1,Baixa,2
464082,Masculino,Sim,77,Sim,Direito,0,Baixa,1
461487,Masculino,Sim,50,Sim,Artista,1,Media,4
465188,Feminino,Sim,50,Sim,Artista,1,Media,4
467255,Feminino,Nao,40,Sim,Enfermagem,6,Baixa,2
466993,Feminino,Sim,43,Sim,Engenharia,9,Media,2
467151,Masculino,Nao,37,Nao,Entretenimento,,Baixa,1
467480,Masculino,Sim,35,Sim,Artista,,Media,
464403,Feminino,Sim,65,Sim,Direito,0,Alta,3
461518,Feminino,Sim,46,Sim,Artista,0,Media,4
464848,Masculino,Sim,35,Nao,Entretenimento,1,Media,4
460715,Feminino,Sim,86,Nao,Direito,0,Alta,2
466963,Masculino,Nao,63,Nao,Entretenimento,7,Baixa,1
466508,Feminino,Sim,40,Sim,Artista,9,Media,5
460125,Feminino,Sim,55,Sim,Artista,10,Baixa,1
462325,Masculino,Nao,37,Sim,Enfermagem,1,Baixa,4
461537,Masculino,Nao,31,Sim,Artista,0,Baixa,1
461679,Masculino,Nao,28,Sim,Enfermagem,4,Baixa,4
463559,Feminino,Sim,48,Sim,Engenharia,1,Alta,3
464330,Masculino,Nao,38,Sim,Artista,,Baixa,2
467018,Masculino,Sim,57,Sim,Artista,1,Media,5
463160,Feminino,Nao,48,Nao,Entretenimento,,Baixa,1
467736,Feminino,Sim,79,Sim,Direito,4,Alta,
466104,Masculino,Sim,81,Sim,Direito,1,Baixa,1
467825,Feminino,Nao,21,Nao,Marketing,1,Baixa,8
466599,Feminino,Nao,33,Sim,Enfermagem,1,Baixa,2
466724,Masculino,Nao,38,Sim,Artista,0,Baixa,2
463062,Feminino,Sim,37,Sim,Artista,,Media,3
467881,Feminino,Nao,33,Sim,Artista,10,Baixa,1
462578,Masculino,Sim,38,Sim,Artista,8,Media,2
459177,Feminino,Sim,39,Sim,Artista,1,Media,4
459232,Feminino,Sim,59,Sim,Artista,0,Alta,2
459302,Feminino,Sim,57,Sim,Artista,,Media,4
467019,Masculino,Sim,80,Sim,Direito,1,Baixa,1
462122,Masculino,Sim,42,Nao,Entretenimento,6,Baixa,3
459776,Masculino,Sim,75,Sim,Direito,2,Baixa,1
466074,Feminino,Nao,29,Nao,Engenharia,9,Baixa,2
461528,Feminino,Nao,33,Sim,Engenharia,1,Baixa,2
464375,Feminino,Sim,63,Sim,Artista,1,Baixa,2
460138,Masculino,Nao,33,Sim,Entretenimento,9,Baixa,6
460232,Masculino,Nao,22,Nao,Enfermagem,8,Baixa,4
464444,Masculino,Sim,36,Sim,Artista,8,Media,2
467783,Feminino,Sim,53,Sim,Artista,0,Media,3
460497,Masculino,Sim,35,Sim,Entretenimento,6,Baixa,5
465124,Feminino,Sim,29,Sim,Enfermagem,6,Media,2
464602,Feminino,Sim,31,Sim,Enfermagem,0,Baixa,1
465581,Masculino,Sim,38,Sim,Artista,0,Baixa,4
462750,Masculino,Nao,22,Nao,Enfermagem,9,Baixa,8
461258,Feminino,Sim,57,Sim,Artista,1,Media,3
464958,Feminino,Sim,42,Nao,Engenharia,1,Media,6
462537,Masculino,Nao,78,Sim,Entretenimento,,Baixa,1
462268,Feminino,Sim,77,Sim,Direito,6,Alta,2
460920,Masculino,Sim,79,Sim,Direito,1,Alta,2
463816,Masculino,Sim,53,Sim,Enfermagem,3,Alta,4
461712,Feminino,Sim,42,Sim,Artista,1,Baixa,2
461846,Feminino,Nao,72,Sim,Artista,1,Baixa,2
464315,Masculino,Sim,71,Nao,Empreendedorismo,1,Media,2
467607,Feminino,Nao,25,Nao,Engenharia,9,Baixa,1
459259,Masculino,Sim,74,Sim,Direito,,Alta,2
465224,Masculino,Sim,61,Sim,Empreendedorismo,0,Baixa,3
463181,Masculino,Sim,48,Sim,Medicina,5,Media,3
467932,Feminino,Nao,28,Nao,Enfermagem,0,Baixa,4
466876,Feminino,Sim,43,Sim,Entretenimento,0,Media,2
463401,Feminino,Nao,18,Nao,Enfermagem,,Baixa,3
464071,Masculino,Sim,82,Sim,Direito,0,Alta,2
464202,Masculino,Sim,40,Sim,Artista,14,Baixa,1
467163,Masculino,Nao,32,Nao,Enfermagem,9,Baixa,3
463453,Masculino,Nao,27,Sim,Enfermagem,,Baixa,4
466795,Masculino,,55,Sim,Entretenimento,,Media,5
461932,Feminino,Nao,21,Nao,Enfermagem,3,Baixa,2
467280,Feminino,Nao,28,Nao,Entretenimento,10,Baixa,2
463658,Masculino,Sim,43,Sim,Artista,3,Media,3
460579,Feminino,Sim,38,Nao,Engenharia,0,Media,5
462310,Masculino,Sim,63,Sim,Artista,5,Media,4
460321,Masculino,Sim,25,Sim,Artista,3,Media,2
464537,Masculino,Sim,41,Sim,Artista,8,Media,3
463335,Masculino,Nao,27,Sim,Medicina,,Baixa,1
467346,Masculino,Sim,37,Sim,Artista,1,Media,3
466126,Feminino,Sim,57,Nao,Engenharia,0,Baixa,1
464058,Masculino,Sim,86,Sim,Enfermagem,0,Baixa,1
462232,Masculino,Sim,56,Nao,Empreendedorismo,1,Alta,8
463034,Feminino,Nao,27,Sim,Responsavel pela Casa,9,Baixa,1
459543,Masculino,Sim,70,Nao,Empreendedorismo,1,Alta,2
459635,Feminino,Nao,22,Nao,Enfermagem,8,Baixa,4
464097,Masculino,Sim,35,Sim,Medicina,5,Alta,2
466930,Masculino,Nao,31,Nao,Enfermagem,2,Baixa,2
463866,Masculino,Sim,40,Sim,Artista,1,Media,4
465387,Feminino,Sim,43,Sim,Artista,0,Baixa,2
463246,Feminino,Sim,38,Nao,Engenharia,9,Baixa,2
459719,Masculino,Sim,84,Sim,Direito,,Baixa,
462241,Feminino,Nao,28,Nao,Entretenimento,1,Baixa,4
462198,Feminino,Nao,39,Nao,Engenharia,2,Baixa,
463283,Feminino,Nao,48,Sim,Artista,1,Baixa,1
466983,Feminino,Sim,41,Sim,Artista,8,Media,2
462812,Feminino,Nao,29,Nao,Enfermagem,0,Baixa,3
462496,Masculino,Sim,45,Nao,Artista,1,Media,3
461782,Feminino,Sim,45,Sim,Artista,,Alta,5
460405,Feminino,Nao,41,Sim,Entretenimento,5,Baixa,2
460757,Feminino,Sim,28,Nao,Responsavel pela Casa,9,Alta,3
467396,Masculino,Nao,20,,Enfermagem,0,Baixa,3
466546,Feminino,Sim,69,Sim,Direito,1,Alta,2
459138,Masculino,Sim,53,Sim,Artista,1,Media,3
464830,Masculino,,47,,Empreendedorismo,1,Media,5
459194,Feminino,Sim,81,Sim,Direito,1,Alta,2
465043,Masculino,Sim,48,Sim,Medicina,9,Media,5
461435,Feminino,Sim,45,Sim,Artista,8,Media,2
462512,Feminino,Sim,28,Nao,Entretenimento,,Media,2
467677,Masculino,Sim,57,Nao,Entretenimento,0,Alta,3
464216,Masculino,Sim,51,Sim,Artista,,Alta,3
463279,Masculino,Nao,27,Nao,Entretenimento,0,Baixa,3
460395,Feminino,Nao,27,Sim,Entretenimento,8,Baixa,3
462308,Masculino,Sim,30,Sim,Enfermagem,1,Alta,2
461309,Feminino,Nao,21,Nao,Enfermagem,1,Baixa,4
459310,Masculino,Nao,38,Sim,Entretenimento,1,Baixa,2
459786,Masculino,Sim,57,Nao,Marketing,1,Alta,3
467215,Feminino,Sim,78,Sim,Direito,1,Alta,2
460613,Feminino,Sim,46,Sim,Responsavel pela Casa,8,Media,3
461682,Masculino,Sim,75,Nao,Empreendedorismo,1,Alta,2
466979,Feminino,Sim,39,Sim,Responsavel pela Casa,,Baixa,1
467077,Masculino,,61,Sim,Artista,1,Media,5
465605,Feminino,Sim,52,Sim,Engenharia,4,Baixa,1
463896,Feminino,Nao,25,Nao,Responsavel pela Casa,0,Baixa,3
463481,Feminino,Sim,37,Sim,Artista,,Media,3
463323,Masculino,Sim,31,Sim,Enfermagem,2,Baixa,2
464033,Feminino,Nao,18,Nao,Enfermagem,1,Baixa,4
467637,Masculino,Nao,36,Sim,Engenharia,,Baixa,2
465456,Feminino,Sim,59,Sim,Artista,3,Alta,5
467831,Masculino,Sim,39,Sim,Artista,0,Media,2
466041,Feminino,Sim,52,,Engenharia,1,Baixa,1
464285,Feminino,Nao,25,Sim,Artista,9,Baixa,1
465697,Feminino,Sim,47,Nao,Artista,7,Baixa,1
465199,Masculino,Sim,32,Sim,Entretenimento,1,Baixa,2
466057,Feminino,Sim,38,Nao,Medicina,1,Media,2
467327,Masculino,Sim,52,Sim,Artista,3,Media,4
460495,Masculino,Nao,21,Nao,Enfermagem,0,Baixa,6
466180,Masculino,Sim,70,Nao,Direito,0,Baixa,1
467954,Masculino,Nao,31,Nao,Enfermagem,8,Baixa,4
467915,Feminino,Nao,23,Nao,Medicina,0,Baixa,4
464786,Masculino,Nao,33,Nao,Marketing,1,Baixa,3
462811,Masculino,Sim,37,Sim,Marketing,,Alta,2
459220,Feminino,Sim,77,Sim,Direito,1,Alta,2
461196,Feminino,Sim,42,Sim,Engenharia,8,Baixa,2
465069,Masculino,Sim,73,Sim,Enfermagem,1,Media,3
464959,Feminino,Sim,40,Sim,Engenharia,1,Media,6
460537,Feminino,Nao,33,Sim,Artista,0,Baixa,3
461019,Masculino,Nao,18,Nao,Enfermagem,0,Baixa,3
467240,Feminino,,22,Nao,Medicina,6,Alta,3
460116,Feminino,Sim,43,Sim,,1,Baixa,2
466319,Feminino,,29,Nao,Enfermagem,1,Baixa,4
465801,Masculino,,37,Sim,Medicina,8,Baixa,6
461686,Masculino,Sim,59,Sim,Artista,1,Baixa,2
459263,Feminino,Nao,32,Nao,Enfermagem,8,Baixa,4
460487,Feminino,Nao,42,Nao,Responsavel pela Casa,,Baixa,1
462947,Feminino,Sim,46,Sim,Artista,1,Baixa,1
463875,Masculino,Sim,53,Sim,Entretenimento,1,Baixa,3
459704,Masculino,Sim,41,Sim,Artista,1,Media,3
467741,Masculino,Nao,21,Nao,Enfermagem,1,Baixa,3
464978,Masculino,Sim,62,Nao,Empreendedorismo,0,Alta,2
465402,Masculino,Nao,31,Nao,Enfermagem,,Baixa,
465191,Feminino,Nao,58,Sim,Engenharia,1,Baixa,1
459459,Masculino,Sim,36,Sim,Artista,4,Baixa,1
467458,Feminino,Nao,28,Sim,Entretenimento,0,Baixa,2
459223,Feminino,Sim,47,Sim,Medicina,1,Media,4
465762,Feminino,Nao,36,Nao,Engenharia,9,Baixa,
466882,Masculino,Nao,36,Sim,Artista,0,Baixa,
463170,Feminino,,33,Sim,Enfermagem,0,Baixa,5
462296,Feminino,Sim,46,Sim,Artista,0,Alta,4
466625,Masculino,Sim,49,Sim,Artista,0,Media,2
462043,Masculino,Nao,33,Nao,Enfermagem,0,Baixa,5
466777,Feminino,Sim,49,Sim,Responsavel pela Casa,8,Media,2
459959,Masculino,Sim,25,Sim,Artista,9,Baixa,4
462470,Masculino,Sim,80,Sim,Empreendedorismo,3,Baixa,1
460805,Masculino,Nao,36,Sim,Enfermagem,8,Baixa,4
460026,Masculino,Nao,26,Nao,Engenharia,7,Baixa,1
463244,Feminino,Sim,45,Nao,Medicina,1,Baixa,1
463902,Feminino,Sim,41,Sim,Entretenimento,,Media,4
462032,Feminino,Sim,69,Sim,Artista,0,Baixa,2
467291,Masculino,Sim,53,Sim,Entretenimento,1,Media,4
467847,Masculino,Sim,41,Sim,Artista,8,Alta,2
462243,Masculino,Sim,43,Nao,Empreendedorismo,1,Baixa,4
466626,Feminino,Sim,51,Sim,Artista,1,Media,2
464372,Masculino,Sim,45,Sim,Artista,1,Media,6
465005,Masculino,Sim,50,Sim,Empreendedorismo,4,Alta,3
466185,Masculino,Sim,57,Sim,Medicina,0,Media,4
462165,Masculino,Sim,70,Sim,Direito,3,Alta,2
464740,Feminino,Sim,59,Nao,Artista,1,Baixa,3
467391,Masculino,Sim,84,Sim,Direito,,Baixa,1
463753,Feminino,Nao,30,Sim,Enfermagem,0,Baixa,5
460892,Masculino,Sim,43,Sim,Engenharia,,Media,4
459852,Masculino,Nao,40,Sim,Artista,7,Baixa,1
460777,Masculino,Sim,74,Nao,Direito,0,Baixa,1
463202,Masculino,Nao,33,Nao,Marketing,0,Baixa,3
466973,Feminino,Sim,63,Sim,Marketing,2,Baixa,1
460739,Masculino,Sim,41,Sim,Empreendedorismo,,Alta,5
459217,Feminino,Sim,60,Nao,Direito,1,Media,3
462148,Masculino,Sim,62,Sim,Artista,0,Media,
462265,Masculino,Nao,31,Sim,Medicina,3,Baixa,4
460455,Feminino,Sim,28,Sim,Responsavel pela Casa,9,Media,2
462402,Feminino,Sim,37,Nao,Entretenimento,1,Media,2
459386,Masculino,Sim,70,Nao,Direito,0,Alta,2
461526,Masculino,Sim,78,Nao,Entretenimento,0,Baixa,2
466782,Masculino,Nao,19,Nao,,9,Baixa,3
461538,Feminino,Nao,38,Sim,Artista,8,Baixa,8
